userName,content,score,thumbs_up_count,review_version,review_date,reply_content,app_version,company
Vasudev Chauhan,Nice work,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ramesh Saini,Not show cod,2,0,8.3,10-08-2025,"Ramesh, we get that not having your preferred payment option isn't the best experience. you have our assurance that we'll work on increasing this coverage. you can read more about our other convenient payment options here: https://www.flipkart.com/pages/payments",8.3,Flipkart
Samarth Naik,Very bad delivery,1,0,8.29,10-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.29,Flipkart
Prameshwar Suthar,Thanks for servicing,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Shyam Medok,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mallikarjuna H M,Flipkart has now become worst. ordered a grocery item twice during independence sale and both orders not delivered. inspite being a vip member their support team has no idea where this issue is and they just reads same update. order finally gets cancelled by them and all offers gets wasted.. i have been using flipkart since its launch and never seen such issues.. seems it need to bring back it's focus on logistics and service quality.,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Karunamayee Mahanta,Very very good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
KARTIK KUMAR,Thanks beta,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Anju Rishi,Nice,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Rahul Rajput,Good,4,0,8.26,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
Dipusumi9 Sardar,G good,3,0,8.26,10-08-2025,"Thanks for the love, dipusumi! if you’re happy with everything, a 5-star rating would mean the world to us!",8.26,Flipkart
Sabari Nathan,Good one nice,5,0,8.25,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.25,Flipkart
Saroj kumar,Chitting company.in sale i order 2watch but flipcart cancel both the orders. when i call reason product not available seller site but same available with heigher price.its a scam.,2,0,8.29,10-08-2025,"Saroj, apologies for the cancellation. please get in touch with us by writing securely at user-experience@flipkart.com and mention your order and app store details so we can help.",8.29,Flipkart
Afzal Aman,"Cash on delivery charges very disaster for flipkart, market expression will fall due to this service",1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Santosh Rakshit,Yer good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Krishna Dubey,Very good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Jasisufiyan Kallekkad,Exelent,5,0,8.17,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.17,Flipkart
Chandan Chandu,ಸೂಪರ್ supaer,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Narinder Kumar,Good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Rathod Rohit,Nice,2,0,8.29,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
dipak gond,Good,5,0,8.14,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.14,Flipkart
Mohammed Umez,Nice product,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
sathish reddy,Nice collection good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sanjeev Kumar,Okay,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
soni singh,Good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Souvik Pondit,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Free Fire,So nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vipul Rathod,Awesome,5,0,8.26,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
Nibash Kumar,Nice,3,0,8.11,10-08-2025,"Thanks so much for the awesome feedback, nibash! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.11,Flipkart
Rajeshwari M,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Yerukali Balraju,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Rohit Mahesh,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vikram Bhaliya,Nice,3,0,8.3,10-08-2025,"Thanks for the love, vikram! if you’re happy with everything, a 5-star rating would mean the world to us!",8.3,Flipkart
parthiv udayan,Worst delivery experiences. i ordered many products but the order was like (your order could not be delivered due to an unexpected issue. retrying delivery within 24 hours ).they did not even called me and after some days products was cancelled without my consent. worst delivery experiences and lose trust in flipkart app. worst worst app,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Ashik Arshi,Good app for any product,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Pawan Kumar,Nice,5,0,8.21,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Tohide Khan,nan,1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Vishwarupachary Sangoju,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Subhash Verma,सुपर,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Vansh Babiya,Very best,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ritu Sinha,Needs improvement in transparency,3,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Harish Kumar,Super,1,0,8.29,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Navneet Kumar,Ok,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Chaudhari Pravin,V good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vimlesh Vimlesh,Nice,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Shiwansh Kumar,Nice app,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ashraj Kuchekar,How did my order get canceled? reply to flipkart.,1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Karthi Kavitha,Super,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manisha Rote,This app is very excellent,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Kanchan Yadav,Good,4,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Raja Taison,Good,3,0,8.29,10-08-2025,"Thanks so much for the awesome feedback, raja! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
A.shaikh Technical support,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sushma Himanshi,Good,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Pampa Saren,Great experience,5,0,8.26,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
SHADAAN KHAN,Great,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
vikey and abhi lash,Super baa,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Khushi Maurya,Worst experience with supercoins. i paid ₹435 + 64 supercoins for a domino's voucher and still haven't gotten the voucher. there is no help option either. please refund my money or provide me the voucher that i paid for.,1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Vishnu,It is very good all the products are good,5,0,8.21,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Manpreet Kaur,Good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
HardikMakvana ,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Nitu Devi,Very good app,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
anmol tamangh,Good app for use,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Vikas S Kumar,Pease add dark mode features at least 3 mode dark light dark(grey) light mode,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Savi Choudhary,Poor company and poor service,1,0,Unkown,10-08-2025,No Reply,Unknown,Flipkart
Sarada Nanjan,Superb,5,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Virpal Singh,nan,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Krishna Krish,Super,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Tenjing Lama,Nic,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Subal Sarkar,This app my number block and call for this help line number call for me and don't answer and don't unblock my number,1,0,8.19,10-08-2025,No Reply,8.19,Flipkart
SOHAIL AMAN19,"I ordered a fan it's shows order missing 1 month ago yesterday i ordered 55 inch tv delivery person call me and say i can't give your tv even he is in perfect delivery location, i think the application is doing a fraud with customers only for install and use the application (0) output from the application.",1,0,8.29,10-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.29,Flipkart
Rahul Patel,Ok,4,0,8.24,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.24,Flipkart
Ashish Prajapati,best,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
POOJA YADAV,Nice,4,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Harish Nadiminti,One of the worst product are delivery... all images all fake.... amazon and mintra apps are best for delivery.... all shop owner of flipkart are worst products are delivered. last 2 to more products are worst...,1,0,8.21,10-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.21,Flipkart
Motapalukula Lalitha,Good,4,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
swamy t,గుడ్,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ajeet Paswan,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Khanal Om,Very good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Raasi Mobiles,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Raju Md,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manal Raza,Best app,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Jilesh Raychura,Can you pls tell how to connect with customer executive in your app.. in any option i can't find to chat or call option.. it's amazing... thank you...,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Anand Memakiya,Good,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Satish Rekha,Super,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Khushboo kumari Khushboo kumari,Thanks flipkart,3,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Boyar Debbarma,Achcha achcha saman milta hai fir kabhi na koi bhi film download,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Nitin Turaskar,Good,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sunny Raj,Very nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Svk music,Very nice,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Amit Singh,Very bad experience in this app,1,0,8.23,10-08-2025,"Amit, we are sorry about your experience and would like to help you out. please get in touch with us at user-experience@flipkart.com securely and provide your registered phone number/email and app store info so we can help.",8.23,Flipkart
Lingaraj Appu,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Alfaafiyaaifa123 Alfaafiya,nan,4,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Meena Verma,Accha,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sreenu Sreenu,Warest in the world warest products and loss of money don't buy these app and don't install app please delete all numbers these app,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Pankajini Mohanta,Nice app,5,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Chandan Kumar,Good,1,0,8.3,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.3,Flipkart
Umar Memon,"Unbelievable i ordered icecream and delivery in 3minuites but after 5,6 order delivery charge is very expensive",3,0,8.26,10-08-2025,No Reply,8.26,Flipkart
InFo 4 U,"Very bad, not okay with the service ,it almost delay by 1 week still showing old date as a delivery date . no updates on order when it will deliver . no customer care . app just open a ticket case and keep silent . very disappointed now a days .",1,0,8.29,10-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.29,Flipkart
umaa saraf,"I am unable to receive otp,the account details aren't getting updated, i tried reinstalling it but it's not even getting kindly solve the issue asap",1,0,7.74,10-08-2025,No Reply,7.74,Flipkart
Bhagirathsinh Gohil,Super app,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
BOMKE RIBA,Okay,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Laxmi Prasad,Very good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Jay Auto Service Centre,Nice,1,0,8.3,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.3,Flipkart
Mohini Pal,nan,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Dinesh Patel,Very good plat foam,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Deepika Arya,Nice app,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Rajashree Devi,Good,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Rajkumari Ahirwar,Nice pi,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Hamu Hamatha,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mohammed Rafiq,Thank for this much discount,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Farhad Farhad,Good app,1,0,8.29,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
SUBEESH S (SUBINIVAS),Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Jaat Chaudhary,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Dada Kalander,Irrelevant prices for every product... meesho has the best prices for every product... it shows one price when you scroll.. and another price when you are going to order.. meesho app is best than flipkart in quality money everything,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
ARUN DEY,Very bad delivery boys...my order not received but filpkart account show delivered on today filpkart... i'm so angry mu money best online payment...i lost my money... bed service,1,0,Unkown,10-08-2025,No Reply,Unknown,Flipkart
Ajit Shinde,Good,1,0,8.29,10-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
rames Crazy,I have a worst service experience in this shop app late delivery no customer care number if we are talk to customer care the questions was repeatedly no 1 worst service... next time onwards i don't want to shop in this flipkart tq,1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Nokman A.dapgre,Very good,5,0,8.3,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
FOOLS HOWLING,Very nice.,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sk Samsul,Gud,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
SMB MUSIC,Good,5,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Logu Logu,Super,5,0,8.21,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Gurinder Saab,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Anchit Kumar,Very bad what is platform fees cash on delivery fee loot macha rakha hai,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Rahul Kumar,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
chandu chandu yatagiri,Good app,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
ishitwa unique,"Pathetic. del8veey tat is never maintained and delivery guys talk like they are doing favor. when call customer service, they stop responding on the calls knowingly no matter how long the call goes for. its like local market. cheap and pathetic. don't buy anything from flipkart.",1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Surya Tiwari,nan,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Ayushman Sharma,nan,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Raj Gohil,Very nic,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sunil Chouhan,Good,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Nazmin Murima (Nazuuu),Amazing shopping app,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
VIJAY HARIJAN,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Arvind Kumar,Good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Silbina Ekk,"Very poor delivery , too much delay to deliver once it is out of delivery it will be in the hand of delivery agent they deliver as their wish it can be today or it can be day after tomorrow they don't pick the calls .costumer care doesn't solve your problem which you are facing instead they only suggest you that all.. so better order from othe application",1,0,8.27,10-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.27,Flipkart
Khushi Verma,Baaddd,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Ahesan Khan,Best offer,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Dinesh Yadav,Good,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sudha P,Good,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Asik Mir,Good,4,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Parmukh Yadav,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Hementa Haloi,Excellent,5,0,8.28,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Moti Singh,"Better then, amazon is in terms of quality price and delivery and refund",5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Biswajit Debsarma,Now flipkart authority is rude behaviour and they can very harmful for return policy they are herusment many times,1,0,8.29,10-08-2025,No Reply,8.29,Flipkart
Dhanraj Verma,Good and useful product available,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
rajavelu Muthukrishnan,Super,5,0,8.7,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.7,Flipkart
ajoy machhuar,Nice,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
ATIQUR RAHAMAN,I cant use the offers easelly there is no option for tiping the cord,1,0,8.3,10-08-2025,No Reply,8.3,Flipkart
Maksudan Yadav,It,5,0,8.29,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ravinder Paswan,Nice,5,0,Unkown,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
ramashankar yadav,Very good fantastic,5,0,8.27,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Ishwar Navghare,nan,5,0,8.26,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
Pammi Gola,Very nice,5,0,8.26,10-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
